2;86;0;123;ml;
3;87;1;80;ml;
3;88;1;50;ml;
8;89;0;250;ml;
2;90;0;123;ml;
2;91;0;186;ml;
3;92;1;40;ml;
2;93;0;123;ml;
1;94;1;100;ml;
1;95;1;60;ml;
9;96;0;60;ml;
2;97;0;150;ml;
2;98;0;250;ml;
10;99;0;177;ml;
8;100;0;170;ml;
1;101;1;60;ml;
2;102;0;150;ml;
2;103;0;250;ml;
1;104;1;100;ml;
1;105;1;60;ml;
2;106;0;150;ml;
2;107;0;250;ml;
10;108;0;177;ml;
1;109;1;100;ml;
1;110;1;60;ml;
2;111;0;150;ml;
2;112;0;250;ml;
1;113;1;60;ml;
1;114;0;60;ml;
1;115;0;100;ml;
9;116;0;100;ml;
2;117;0;150;ml;
2;118;0;250;ml;
10;119;0;177;ml;
8;120;0;170;ml;
1;121;1;60;ml;
2;122;0;250;ml;
2;123;0;150;ml;
1;124;1;60;ml;
2;125;0;250;ml;
2;126;0;150;ml;
3;127;1;90;ml;
3;128;1;60;ml;
2;129;0;250;ml;
2;130;0;150;ml;
1;131;1;60;ml;
2;132;0;250;ml;
2;133;0;150;ml;
1;134;1;100;ml;
1;135;1;60;ml;
2;136;0;150;ml;
2;137;0;250;ml;
10;138;0;177;ml;
1;139;1;60;ml;
2;140;0;150;ml;
2;141;0;250;ml;
1;142;1;100;ml;
1;143;1;50;ml;
2;144;0;250;ml;
2;145;0;150;ml;
4;146;0;95;ml;
2;147;0;250;ml;
2;148;0;150;ml;
1;149;1;100;ml;
2;150;0;150;ml;
1;151;1;100;ml;
2;152;0;150;ml;
1;153;1;100;ml;
2;154;0;150;ml;
11;155;0;0;0;
1;155;1;15;ml;
2;155;0;44;ml;
11;156;0;0;0;
1;156;1;15;ml;
2;156;0;44;ml;
11;157;0;0;0;
1;157;1;15;ml;
2;157;0;44;ml;
11;158;0;0;0;
1;158;1;15;ml;
1;158;1;15;ml;
1;158;1;15;ml;
1;159;1;80;ml;
1;160;1;50;ml;
2;161;0;150;ml;
1;162;1;80;ml;
1;163;1;50;ml;
2;164;0;150;ml;
3;165;1;50;ml;
2;165;0;150;ml;
1;166;1;80;ml;
1;167;1;50;ml;
2;168;0;150;ml;
3;169;1;50;ml;
2;169;0;150;ml;
3;170;1;50;ml;
3;171;1;50;ml;
3;172;1;50;ml;
3;173;1;50;ml;
3;174;1;90;ml;
3;175;1;90;ml;
2;176;0;123;ml;
2;177;0;123;ml;
2;178;0;123;ml;
2;179;0;123;ml;
3;180;1;70;ml;
2;181;0;123;ml;
3;182;1;60;ml;
2;183;0;123;ml;
1;184;1;60;ml;
1;185;1;100;ml;
1;186;1;60;ml;
2;186;0;123;ml;
2;187;0;123;ml;
1;188;1;60;ml;
1;189;1;100;ml;
1;190;1;60;ml;
2;190;0;123;ml;
2;191;0;123;ml;
1;192;1;60;ml;
1;193;1;100;ml;
2;194;0;123;ml;
1;195;1;60;ml;
1;196;1;100;ml;
2;197;0;123;ml;
1;198;1;60;ml;
1;199;1;100;ml;
2;200;0;123;ml;
12;201;1;170;ml;
12;202;1;170;ml;
12;203;1;170;ml;
12;204;1;100;ml;
12;205;1;100;ml;
12;206;1;100;ml;
1;207;1;90;ml;
1;208;1;60;ml;
2;209;0;123;ml;
1;210;1;90;ml;
1;211;1;60;ml;
2;212;0;123;ml;
3;213;1;40;ml;
3;214;1;60;ml;
2;215;0;123;ml;
3;216;1;40;ml;
3;217;1;60;ml;
2;218;0;123;ml;
3;219;1;40;ml;
3;220;1;60;ml;
2;221;0;123;ml;
1;222;1;60;ml;
1;223;1;90;ml;
2;224;0;150;ml;
1;225;1;60;ml;
1;226;1;90;ml;
2;227;0;150;ml;
1;228;1;100;ml;
1;229;1;60;ml;
2;230;0;150;ml;
2;231;0;250;ml;
1;232;1;100;ml;
1;233;1;60;ml;
1;234;1;60;ml;
2;234;0;150;ml;
2;235;0;150;ml;
2;236;0;250;ml;
1;237;1;90;ml;
1;238;1;50;ml;
2;239;0;150;ml;
2;240;0;250;ml;
1;241;1;100;ml;
1;242;1;60;ml;
1;243;1;60;ml;
2;243;0;150;ml;
2;244;0;150;ml;
2;245;0;250;ml;
3;246;1;100;ml;
3;247;1;60;ml;
3;248;1;60;ml;
2;248;0;123;ml;
2;249;0;123;ml;
3;250;1;100;ml;
3;251;1;50;ml;
2;252;0;150;ml;
3;253;1;100;ml;
3;254;1;60;ml;
3;255;1;60;ml;
2;255;0;123;ml;
2;256;0;123;ml;
3;257;1;100;ml;
3;258;1;60;ml;
3;259;1;60;ml;
2;259;0;123;ml;
2;260;0;123;ml;
3;261;1;75;ml;
2;262;0;123;ml;
3;263;1;80;ml;
3;264;1;50;ml;
3;265;1;80;ml;
3;266;1;50;ml;
3;267;1;85;ml;
2;268;0;123;ml;
3;269;1;85;ml;
2;270;0;123;ml;
3;271;1;100;ml;
2;272;0;150;ml;
3;273;1;100;ml;
2;274;0;123;ml;
