7791600037017;370/1;739;
7791600037123;371/2;869;
7791600037451;374/5;489;
7791600037239;372/3;249;
7791600037345;373/4;269;
7791600037635;376/3;269;
7791600037567;375/6;469;
7791600164133;1641/3;879;
7791600164454;1644/5;249;
7791600164522;1645/2;269;
7791600018016;180/1;859;
7791600018122;181/2;1089;
7791600018344;183/4;249;
7791600018450;184/5;269;
7791600018528;185/2;269;
7791600603021;6030/2;839;
7791600603137;6031/3;1039;
7791600603359;6033/5;249;
7791600603465;6034/6;269;
7791600060145;601/4;449;
7791600060039;600/3;629;
7791600060251;602/5;569;
7791600060367;603/6;479;
7791600060473;604/7;239;
7791600060589;605/8;259;
7791600060695;606/9;269;
7791600060718;607/1;449;
7791600192044;1920/4;539;
7791600192372;1923/7;249;
7791600192488;1924/8;269;
7791600571429;5714/2;529;
7791600571535;5715/3;249;
7791600571641;5716/4;269;
7791600174323;1743/2;629;
7791600174439;1744/3;729;
7791600174651;1746/5;249;
7791600174767;1747/6;269;
7791600087012;870/1;609;
7791600087128;871/2;249;
7791600087234;872/3;269;
7791600028190;281/9;639;
7791600028015;280/1;789;
7791600028589;285/8;249;
7791600028657;286/5;269;
7791600284039;2840/3;269;
7791600742256;7422/5;669;
7791600742478;7424/7;249;
7791600742584;7425/8;269;
7791600187040;1870/4;1109;
7791600187156;1871/5;869;
7791600187262;1872/6;259;
7791600187378;1873/7;279;
7791600070069;700/6;549;
7791600070915;709/1;219;
7791600072070;720/7;259;
7791600572037;5720/3;1099;
7791600572143;5721/4;1099;
7791600572259;5722/5;1099;
7791600572365;5723/6;249;
7791600572471;5724/7;249;
7791600572587;5725/8;249;
7791600573126;5731/2;549;
7791600573232;5732/3;549;
7791600573348;5733/4;549;
7791600572921;5729/2;789;
7791600015138;151/3;1229;
7791600015022;150/2;1479;
7791600015350;153/5;269;
7791600013127;131/2;1099;
7791600013233;132/3;1479;
7791600013349;133/4;269;
7791600013660;136/6;1289;
7791600191368;1913/6;1199;
7791600191474;1914/7;1329;
7791600191580;1915/8;269;
7791600191696;1916/9;1289;
7791600049027;490/2;1339;
7791600049133;491/3;1339;
7791600049249;492/4;1339;
7791600049690;496/9;1339;
7791600496135;4961/3;1619;
7791600496241;4962/4;1619;
7791600049355;493/5;279;
7791600049461;494/6;279;
7791600049577;495/7;279;
7791600049782;497/8;279;
7791600039011;390/1;1939;
7791600039127;391/2;299;
7791600203030;2030/3;1539;
7791600203139;2031/3;279;
7791600045340;453/4;1499;
7791600045418;454/1;1839;
7791600045593;455/9;279;
7791600678319;6783/1;1799;
7791600041830;418/3;1499;
7791600041922;419/2;1839;
7791600042042;420/4;279;
7791600678432;6784/3;1799;
7791600059033;590/3;1499;
7791600059125;591/2;1839;
7791600059248;592/4;279;
7791600843038;8430/3;1479;
7791600843144;8431/4;1729;
7791600843250;8432/5;279;
7791600276133;2761/3;1699;
7791600276249;2762/4;279;
7791600173524;1735/2;1039;
7791600173630;1736/3;1039;
7791600173746;1737/4;1039;
7791600042257;422/5;729;
7791600042844;428/4;729;
7791600043247;432/4;729;
7791600065256;652/5;1359;
7791600065362;653/6;1699;
7791600065478;654/7;279;
7791600076023;760/2;1359;
7791600076139;761/3;1699;
7791600076245;762/4;279;
7791600521479;5214/7;1359;
7791600521240;5212/4;1619;
7791600521356;5213/5;279;
7791600102135;1021/3;1359;
7791600102296;1022/9;1619;
7791600102388;1023/8;279;
7791600841737;8417/3;1359;
7791600841843;8418/4;1619;
7791600841959;8419/5;279;
7791600167462;1674/6;1359;
7791600167691;1676/9;1829;
7791600167738;1677/3;279;
7791600593452;5934/5;1359;
7791600593346;5933/4;1829;
7791600593568;5935/6;279;
7791600512033;5120/3;1359;
7791600512149;5121/4;1619;
7791600512255;5122/5;279;
7791600512361;5123/6;319;
7791600596248;5962/4;1359;
7791600596354;5963/5;1619;
7791600596460;5964/6;279;
7791600596576;5965/7;319;
7791600596941;5969/4;1679;
7791600253325;2533/2;1229;
7791600253431;2534/3;1559;
7791600253547;2535/4;279;
7791600253653;2536/5;319;
7791600067021;670/2;1219;
7791600067137;671/3;1489;
7791600067243;672/4;279;
7791600067359;673/5;319;
7791600067465;674/6;1399;
7791600048174;481/7;1329;
7791600048280;482/8;1589;
7791600048396;483/9;269;
7791600678876;6788/7;1499;
7791600952747;9527/4;1309;
7791600952631;9526/3;1729;
7791600952853;9528/5;269;
7791600029135;291/3;1039;
7791600029357;293/5;1089;
7791600057046;570/4;1839;
7791600057152;571/5;1479;
7791600057268;572/6;269;
7791600057374;573/7;1799;
7791600186050;1860/5;1839;
7791600186166;1861/6;1479;
7791600186272;1862/7;269;
7791600186388;1863/8;1799;
7791600720131;7201/3;1729;
7791600720247;7202/4;279;
7791600098025;980/2;789;
7791600098131;981/3;899;
7791600985011;9850/1;1769;
7791600998424;9984/2;1769;
7791600985127;9851/2;279;
7791600998530;9985/3;279;
7791600034641;346/4;1779;
7791600034023;340/2;1779;
7791600034757;347/5;299;
7791600034139;341/3;299;
